,pose_name_l3,pose_name_alt_l3,pose_name_l2,pose_name_l1,image_shape,channel_B_pixel_mean,channel_G_pixel_mean,channel_R_pixel_mean,channel_B_pixel_std,channel_G_pixel_std,channel_R_pixel_std,channel_B_pixel_min,channel_G_pixel_min,channel_R_pixel_min,channel_B_pixel_max,channel_G_pixel_max,channel_R_pixel_max,image_path
9744,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 278, 3)",197.88451684695409,199.46691423839346,204.52184151959008,90.70920862219958,89.25118316868314,83.20690667862152,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9744.jpeg
9745,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(486, 486, 3)",112.44754356551339,105.59088214872394,135.06818913106065,91.35787535358295,74.0424344328932,83.93817742865237,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9745.jpeg
9746,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(500, 700, 3)",207.17335142857144,206.7435057142857,212.06578285714286,74.27374343311321,77.36734565395493,76.4309714226877,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9746.jpeg
9747,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1200, 1600, 3)",98.7877,151.84933020833333,184.7734421875,70.30079057729957,75.93863800017888,81.68518500414726,0.0,0.0,4.0,255.0,255.0,255.0,./data/loaded/9747.jpeg
9748,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(200, 300, 3)",61.85585,111.64445,124.63046666666666,44.22612430201747,71.42601557460816,75.57918327896614,0.0,0.0,0.0,253.0,255.0,255.0,./data/loaded/9748.jpeg
9749,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(414, 736, 3)",159.86325417454316,167.07399968494013,170.77579552614998,54.73311517540138,53.0403248131811,62.79759806910353,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9749.jpeg
9750,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(470, 300, 3)",212.8081134751773,214.6610780141844,217.7104539007092,72.39609518476331,71.08523919336777,68.96245977408176,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9750.jpeg
9751,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(550, 1000, 3)",219.58368363636365,188.72432545454546,212.09949090909092,86.2784993587305,110.22677210641491,93.54739183825929,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9751.jpeg
9752,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(206, 300, 3)",221.5395145631068,217.39592233009708,217.26386731391585,33.278016764289774,40.27019796591559,46.01681170834377,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9752.jpeg
9753,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(300, 525, 3)",144.36086984126985,158.8547746031746,177.1881650793651,87.7800994274747,88.55162100492565,93.64814300957069,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9753.jpeg
9754,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(2304, 3072, 3)",69.47343020968967,80.54188283284505,84.94472192834925,57.695337819920155,60.713242229497396,63.46978603690805,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9754.jpeg
9755,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(719, 1280, 3)",204.6423624391516,205.05827646905425,208.20046505563283,59.061860980857595,58.212237739033625,51.93940620096018,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9755.jpeg
9756,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(372, 366, 3)",88.73262236324108,82.4798607438745,65.90767671426053,66.24541600140263,56.26113137655951,57.21194651437447,0.0,0.0,0.0,255.0,235.0,240.0,./data/loaded/9756.jpeg
9757,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(496, 645, 3)",86.34451425356339,128.76097461865467,165.71796699174794,55.65759913131247,57.300894636618864,70.1319004047481,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9757.jpeg
9758,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(3300, 2550, 3)",248.87321330956624,248.89114081996436,248.04309185977422,28.292744478719168,28.145352058366264,30.290443667168326,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9758.jpeg
9759,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1381, 3264, 3)",93.89282063295992,131.19256612855133,138.0159083003223,50.93137074573697,64.05564741472125,73.44375590866062,0.0,0.0,0.0,254.0,255.0,255.0,./data/loaded/9759.jpeg
9760,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 319, 3)",93.71076430391737,117.16430617261676,134.47545161363072,52.86061136023339,47.7155113122252,58.6816635821038,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9760.jpeg
9761,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(240, 320, 3)",90.05419270833333,125.8184765625,139.5841796875,42.606628257627904,47.58602057252884,49.76484360039605,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9761.jpeg
9762,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(532, 800, 3)",101.26856672932331,134.35574718045112,168.19496945488723,48.317745700140854,58.95805528703704,71.82190557135326,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9762.jpeg
9763,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(720, 1280, 3)",76.12170355902778,98.76643120659722,123.999169921875,40.92768371873157,46.6330527154076,50.15163459169557,0.0,0.0,0.0,248.0,255.0,255.0,./data/loaded/9763.jpeg
9764,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(300, 300, 3)",225.50827777777778,225.3109,236.2682111111111,61.97763233018968,64.03175633205588,48.28276350509326,1.0,2.0,23.0,255.0,255.0,255.0,./data/loaded/9764.jpeg
9765,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(3040, 2424, 3)",52.532930969906204,99.64508085265763,175.78214944849748,41.70337013584323,64.17871688752481,41.830795316980584,0.0,0.0,0.0,199.0,255.0,255.0,./data/loaded/9765.jpeg
9766,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(375, 500, 3)",193.56490133333332,189.99824,210.85737066666667,68.90700899872425,74.39854132689072,57.924297384948396,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9766.jpeg
9767,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(480, 640, 3)",110.49020833333333,110.42991536458334,112.61202473958333,41.3214548629141,41.96676051214177,47.3552988107743,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9767.jpeg
9768,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(604, 1242, 3)",118.53847538151454,121.2214264004863,126.64278934851926,71.10076717708382,71.65878820783102,75.08395589031028,20.0,21.0,22.0,255.0,255.0,255.0,./data/loaded/9768.jpeg
9769,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(600, 600, 3)",229.02764444444443,231.91595,239.82829444444445,60.815258339464464,55.04895984523181,39.90548473138291,0.0,0.0,38.0,255.0,255.0,255.0,./data/loaded/9769.jpeg
9770,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(274, 600, 3)",182.40132603406326,181.78254257907543,188.9108211678832,96.34173245207364,97.72397619053915,91.22488627344543,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9770.jpeg
9771,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(678, 905, 3)",190.50110986163398,192.57850030150425,199.587164067211,48.5847655663912,47.67083380295808,44.792201610981444,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9771.jpeg
9772,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(2592, 1936, 3)",88.66712261503928,102.181476619095,130.89592500127537,84.69121060910749,77.7696571177574,64.93091295666646,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9772.jpeg
9773,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(315, 450, 3)",218.41888536155201,216.70474779541445,242.78879717813052,61.860946577147686,66.23093194586555,28.656281988849702,0.0,0.0,20.0,255.0,255.0,255.0,./data/loaded/9773.jpeg
9774,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(720, 1280, 3)",99.98285047743056,100.04882921006944,125.50606553819445,85.09818137327007,83.9887645276445,80.20021237360751,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9774.jpeg
9775,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 278, 3)",247.18447544122975,249.08285026654934,248.9640028984007,31.31794511651473,22.0802971715483,23.826698919257502,0.0,40.0,62.0,255.0,255.0,255.0,./data/loaded/9775.jpeg
9776,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(323, 484, 3)",57.81087685182816,91.45065629557608,89.62806719033851,68.7882106789759,67.08439257999648,76.43227907495401,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9776.jpeg
9777,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(554, 1100, 3)",103.16148834919593,115.38655398752871,143.34743518214637,74.96725668326462,75.19618697763433,71.3682616106663,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9777.jpeg
9778,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(283, 426, 3)",165.6828331591433,174.00023225335522,183.44386104613548,38.758769153097404,38.57619768544107,40.053287755363314,22.0,20.0,21.0,231.0,224.0,248.0,./data/loaded/9778.jpeg
9779,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(298, 400, 3)",93.81068791946309,101.75682046979865,119.29416946308724,61.61815040711528,56.63182414803129,69.45742805231434,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9779.jpeg
9780,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(151, 200, 3)",50.35887417218543,76.51165562913907,116.71986754966888,51.56984478789657,70.40463182225375,79.13487900716817,0.0,0.0,0.0,216.0,232.0,255.0,./data/loaded/9780.jpeg
9781,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(402, 698, 3)",98.63300617257552,108.54740979914183,116.79630857175441,63.76265320406819,73.5117457125984,71.65768093530197,0.0,4.0,15.0,255.0,255.0,255.0,./data/loaded/9781.jpeg
9782,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(280, 390, 3)",227.76336996336997,229.70651098901098,232.38415750915752,60.22062759479302,58.18195194988388,56.005309843803786,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9782.jpeg
9783,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(578, 770, 3)",85.29121691457331,112.8159731272188,100.7495618568283,47.172799253491775,57.48531976602046,58.57688229619258,0.0,1.0,0.0,255.0,255.0,255.0,./data/loaded/9783.jpeg
9784,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(346, 520, 3)",172.21081591818586,162.2268008003557,158.25080035571366,45.93377713275915,47.222773130880775,53.461638511913854,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9784.jpeg
9785,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(321, 450, 3)",139.59125649013498,138.63364485981307,146.97213568708895,42.50833465864485,49.656391815009215,64.84650955629576,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9785.jpeg
9786,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(236, 236, 3)",108.50237000861821,111.70268960068945,117.71565282964666,63.62061701033302,68.36959956330445,70.89799609959624,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9786.jpeg
9787,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(677, 736, 3)",63.749881590777726,113.67357186436324,110.70152045469142,41.43614868026158,49.81088018422778,50.468049545095504,0.0,0.0,0.0,191.0,219.0,230.0,./data/loaded/9787.jpeg
9788,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(465, 620, 3)",139.79,155.67149150190772,173.01761706555672,70.11633598681867,67.07896781633112,67.021077377006,0.0,0.0,0.0,253.0,255.0,255.0,./data/loaded/9788.jpeg
9789,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1167, 1600, 3)",205.00183536846615,206.1677222579263,208.61195479862897,81.1865065890693,80.64408174535171,79.55084166069597,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9789.jpeg
9790,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(349, 576, 3)",98.3489185370901,107.29152737981535,119.99438872970391,63.494005114301316,74.31113928669164,75.64306207058671,0.0,14.0,3.0,255.0,255.0,255.0,./data/loaded/9790.jpeg
9791,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(162, 250, 3)",185.28261728395063,177.40002469135803,173.9044938271605,78.01238539885163,77.12851615931466,82.677189082723,1.0,4.0,0.0,255.0,255.0,255.0,./data/loaded/9791.jpeg
9792,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(433, 650, 3)",143.3574524782377,156.94392965002666,177.5821495825191,54.2390600497517,57.36928953376393,43.76670751689908,0.0,0.0,9.0,221.0,218.0,249.0,./data/loaded/9792.jpeg
9793,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1936, 2592, 3)",135.72085318143556,142.17807354638558,144.05086335259156,79.67076893065952,78.73758785271865,75.04192613861788,0.0,1.0,2.0,255.0,255.0,255.0,./data/loaded/9793.jpeg
9794,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1360, 2400, 3)",100.50861029411764,136.02412408088236,164.50094240196077,50.048251252529916,49.63585055551491,68.02108295550957,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9794.jpeg
9795,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(320, 610, 3)",223.98603995901638,231.48313012295083,239.17191598360657,61.23193539893397,55.2676556634927,43.99304160022177,0.0,0.0,1.0,255.0,255.0,255.0,./data/loaded/9795.jpeg
9796,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(533, 800, 3)",95.29247889305816,121.65982176360225,145.28225140712945,59.916423089297396,53.546490217402464,53.579743976032304,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9796.jpeg
9797,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(196, 268, 3)",146.43201720986903,124.51035638135852,153.03944562899787,71.74139431504759,75.41264293372888,43.173080821765765,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9797.jpeg
9798,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(400, 599, 3)",219.11788397328883,221.4345283806344,223.3959098497496,76.2970242356055,75.50106680764915,73.31252583316589,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9798.jpeg
9799,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(248, 248, 3)",220.53298972424557,222.41111147242455,235.64964880332985,73.20561340781748,70.47572870941535,47.015306429272236,0.0,0.0,2.0,255.0,255.0,255.0,./data/loaded/9799.jpeg
9800,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(400, 400, 3)",239.8784375,241.408125,242.212775,47.95953604402981,45.0224678242361,43.84257407816488,0.0,0.0,3.0,255.0,255.0,255.0,./data/loaded/9800.jpeg
9801,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1080, 1920, 3)",138.85199508101852,146.86682725694445,151.20691647376543,73.52867218715744,67.63056284935575,66.38621247802756,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9801.jpeg
9802,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(200, 300, 3)",130.91736666666668,102.4314,90.0736,58.98951803836754,59.36561064600728,73.56982771290596,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9802.jpeg
9803,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 278, 3)",198.04664613632835,199.62046477925574,205.95413022100306,89.36201820177772,88.06190562324977,80.8244472842905,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9803.jpeg
9804,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(630, 1200, 3)",93.73741402116403,124.69631216931216,161.35892857142858,63.88849346749004,67.14078770933949,70.80757842451686,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9804.jpeg
9805,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(675, 900, 3)",130.69617283950618,133.68308477366256,142.81999176954733,65.59478552624059,62.63276295352129,57.885869462734355,2.0,2.0,0.0,226.0,213.0,236.0,./data/loaded/9805.jpeg
9806,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(694, 1242, 3)",89.2444126559839,95.61192786571812,104.81509557421097,71.08247759801941,73.47424482708807,79.1882129058804,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9806.jpeg
9807,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(321, 450, 3)",219.32070612668744,220.74198684665976,222.97595015576323,69.33543186016475,68.17584637339024,66.6114016234704,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9807.jpeg
9808,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(169, 250, 3)",137.51263905325445,153.78513609467456,167.31936094674558,51.60793841755311,54.49619963199811,51.435828891860915,0.0,5.0,1.0,255.0,255.0,255.0,./data/loaded/9808.jpeg
9809,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 278, 3)",177.02151803736868,177.56698669841106,188.1933647326743,96.60449972548172,96.67012472560663,88.86606629471504,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9809.jpeg
9810,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(240, 300, 3)",139.1652638888889,145.0089861111111,152.17219444444444,55.371204726346974,49.084401684183256,52.596463645022666,0.0,0.0,0.0,247.0,231.0,255.0,./data/loaded/9810.jpeg
9811,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(378, 620, 3)",109.41269841269842,112.34539170506912,114.99623655913979,49.74050763256917,50.84561853357131,52.5480726874651,0.0,0.0,0.0,255.0,254.0,255.0,./data/loaded/9811.jpeg
9812,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(480, 1140, 3)",136.08352339181286,161.39356907894737,184.6161677631579,42.93102516250734,50.216679614388404,58.94943763966929,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9812.jpeg
9813,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1078, 1600, 3)",125.27907873376624,131.35615607606678,144.21416396103896,54.65554661809275,53.878559182949175,51.39329289170268,3.0,0.0,2.0,240.0,233.0,240.0,./data/loaded/9813.jpeg
9814,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1200, 1600, 3)",114.25065260416666,123.63401614583333,134.01548854166666,45.36791142795229,50.87767646610175,54.44954739156923,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9814.jpeg
9815,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(319, 435, 3)",55.305329153605015,86.55472201203473,82.19297373256946,49.9428848656673,53.7963683411859,61.73068788031243,0.0,0.0,0.0,255.0,253.0,255.0,./data/loaded/9815.jpeg
9816,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(108, 292, 3)",170.97345890410958,166.6859462201928,177.63267376966007,85.36556807412116,90.45910748619812,83.21535196429484,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9816.jpeg
9817,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(297, 370, 3)",221.33202293202294,223.75704795704794,227.34730184730185,65.04049571266299,62.80606179633658,60.48278798480707,18.0,20.0,25.0,255.0,255.0,255.0,./data/loaded/9817.jpeg
9818,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(335, 500, 3)",134.69604179104476,116.64950447761194,130.91229850746268,62.98999226722544,68.83887972537039,73.50380214209146,0.0,7.0,0.0,255.0,254.0,255.0,./data/loaded/9818.jpeg
9819,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(831, 1600, 3)",248.18373345367027,248.18373345367027,248.18373345367027,36.663338427061994,36.663338427061994,36.663338427061994,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9819.jpeg
9820,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(481, 641, 3)",151.27594941635502,152.24980458677805,152.064163647627,33.815714313413174,36.08964755761842,47.744519220183115,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9820.jpeg
9821,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(574, 1024, 3)",89.52051802047038,104.0399216708406,110.75034366833624,35.42998773512178,39.65866157617766,58.56678675388568,0.0,0.0,0.0,255.0,239.0,255.0,./data/loaded/9821.jpeg
9822,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(4000, 6016, 3)",98.06937915558511,130.42941709607712,147.26218845578458,44.294815592360614,54.42991278030029,58.0251728565383,0.0,0.0,0.0,218.0,235.0,244.0,./data/loaded/9822.jpeg
9823,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(360, 480, 3)",61.2187037037037,113.83616319444444,124.79286458333333,48.947374113213414,83.64971229473467,89.73119963908408,0.0,0.0,0.0,222.0,255.0,255.0,./data/loaded/9823.jpeg
9824,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(227, 222, 3)",83.36587689010597,94.27707663610747,107.53075762987658,53.285004090735704,55.80316778218358,59.413287230727555,0.0,2.0,0.0,255.0,255.0,255.0,./data/loaded/9824.jpeg
9825,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1024, 576, 3)",149.08492702907986,131.3660142686632,141.18202548556857,52.66808728962337,61.180285655298675,86.75332888499491,14.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9825.jpeg
9826,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1200, 1600, 3)",135.82377291666666,111.47663177083334,136.31378385416667,56.782877446448886,63.64974778007794,65.42422389685157,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9826.jpeg
9827,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(121, 229, 3)",222.6104514778592,223.26074560612076,223.14403262477896,77.32201011458196,76.78642369266782,76.83418893709039,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9827.jpeg
9828,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(400, 450, 3)",157.58045555555555,168.58564444444445,171.78253333333333,87.31890786850249,94.15001226486156,95.73148075867671,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9828.jpeg
9829,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(683, 1024, 3)",120.03258258601757,140.2695441183199,164.3005810761347,41.59419606512743,49.4405078069921,61.290942363338395,0.0,0.0,0.0,255.0,239.0,246.0,./data/loaded/9829.jpeg
9830,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(470, 301, 3)",217.82870573266416,221.04181098466105,225.29512970947903,63.76045784966114,61.1330177490701,57.88284808337762,0.0,0.0,6.0,255.0,255.0,255.0,./data/loaded/9830.jpeg
9831,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(463, 900, 3)",207.6253731701464,209.29424046076315,212.57630429565634,76.27593685840407,75.34300789667174,73.79287627204674,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9831.jpeg
9832,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(320, 450, 3)",219.9326111111111,222.19099305555557,224.20044444444446,74.88013393910066,73.84060207438917,71.72815745594399,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9832.jpeg
9833,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(300, 237, 3)",68.64118143459916,66.05448663853727,97.77489451476794,48.16825991565215,49.65847480353999,54.576749941077715,0.0,0.0,6.0,255.0,255.0,255.0,./data/loaded/9833.jpeg
9834,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(300, 300, 3)",231.32083333333333,231.1855111111111,231.4612,64.71106010030708,64.86859167291713,64.48831233559561,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9834.jpeg
9835,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(981, 736, 3)",108.96057705092407,137.1978294109826,154.54811804724548,68.25866456360197,58.02350403983567,55.47198317111503,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9835.jpeg
9836,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(736, 736, 3)",232.59560528414463,232.47332082939508,232.84255560314273,65.72293398449766,66.01963202292241,65.00891087403936,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9836.jpeg
9837,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(278, 278, 3)",196.56931577040527,197.326652347187,205.99494073805704,89.46794636506401,89.00075357673983,82.31486002613349,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9837.jpeg
9838,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(487, 650, 3)",129.65151476859896,141.00276101721687,174.77885326172802,54.41558674995201,59.57433861547869,62.9715417579634,0.0,0.0,0.0,255.0,245.0,255.0,./data/loaded/9838.jpeg
9839,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(445, 736, 3)",99.93170798729848,101.87120175867122,117.10302882266731,67.21650138982356,63.95628494257561,58.98132222063717,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9839.jpeg
9840,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(491, 736, 3)",74.08438302488267,90.99073541131675,129.99489451430088,43.87886729870797,53.955946100950435,66.7402407386403,0.0,0.0,0.0,255.0,255.0,255.0,./data/loaded/9840.jpeg
9841,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(720, 720, 3)",108.4137962962963,111.65386574074074,117.71951581790124,64.0352203093223,69.48879560204448,72.5249185273893,0.0,0.0,0.0,254.0,251.0,255.0,./data/loaded/9841.jpeg
9842,Reclining Bound Angle Pose,Supta Baddha Konasana,Up-Facing,Reclining,"(1064, 1600, 3)",97.01749118890977,127.05046170112782,137.67335761278196,46.14953449057171,40.039791936824095,61.179398968013246,0.0,0.0,0.0,248.0,254.0,255.0,./data/loaded/9842.jpeg
